instant,dateday,season,year,month,hour,holiday,weekday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
8621,11/15/2012,4,1,11,9,0,4,1,2,0.32,0.3182,0.61,0.194,17,306,323
8622,11/15/2012,4,1,11,16,0,4,1,2,0.36,0.3485,0.57,0.194,24,318,342
8623,11/15/2012,4,1,11,18,0,4,1,2,0.36,0.3485,0.57,0.194,10,563,573
8624,11/16/2012,4,1,11,10,0,5,1,1,0.34,0.3333,0.53,0.194,33,165,198
8625,11/16/2012,4,1,11,13,0,5,1,1,0.42,0.4242,0.38,0.194,52,226,278
8626,11/16/2012,4,1,11,17,0,5,1,1,0.36,0.3485,0.46,0.194,41,539,580
8627,11/16/2012,4,1,11,21,0,5,1,1,0.34,0.3333,0.49,0.194,21,157,178
8628,11/17/2012,4,1,11,1,0,6,0,1,0.26,0.2576,0.6,0.194,13,74,87
8629,11/17/2012,4,1,11,2,0,6,0,1,0.26,0.2576,0.65,0.194,8,41,49
8630,11/17/2012,4,1,11,3,0,6,0,1,0.26,0.2576,0.65,0.194,2,19,21
8631,11/17/2012,4,1,11,4,0,6,0,1,0.24,0.2273,0.7,0.194,1,6,7
8632,11/17/2012,4,1,11,7,0,6,0,1,0.24,0.2273,0.7,0.194,8,70,78
8633,11/17/2012,4,1,11,11,0,6,0,1,0.38,0.3939,0.43,0.194,80,343,423
8634,11/17/2012,4,1,11,14,0,6,0,1,0.42,0.4242,0.38,0.194,175,380,555
8635,11/18/2012,4,1,11,1,0,0,0,1,0.3,0.2879,0.7,0.194,14,81,95
8636,11/18/2012,4,1,11,4,0,0,0,2,0.3,0.2879,0.81,0.194,4,8,12
8637,11/18/2012,4,1,11,7,0,0,0,1,0.28,0.2727,0.81,0.194,3,39,42
8638,11/19/2012,4,1,11,15,0,1,1,1,0.44,0.4394,0.54,0.194,44,213,257
8639,11/19/2012,4,1,11,17,0,1,1,2,0.42,0.4242,0.58,0.194,33,586,619
8640,11/20/2012,4,1,11,4,0,2,1,2,0.34,0.3333,0.66,0.194,0,6,6
8641,11/21/2012,4,1,11,11,0,3,1,1,0.4,0.4091,0.5,0.194,43,198,241
8642,11/21/2012,4,1,11,12,0,3,1,1,0.44,0.4394,0.41,0.194,74,270,344
8643,11/21/2012,4,1,11,14,0,3,1,1,0.46,0.4545,0.33,0.194,84,329,413
8644,11/21/2012,4,1,11,19,0,3,1,1,0.38,0.3939,0.43,0.194,23,220,243
8645,11/23/2012,4,1,11,11,0,5,1,1,0.4,0.4091,0.5,0.194,121,130,251
8646,11/24/2012,4,1,11,21,0,6,0,1,0.24,0.2273,0.44,0.194,9,66,75
8647,11/24/2012,4,1,11,23,0,6,0,1,0.24,0.2273,0.44,0.194,9,48,57
8648,11/25/2012,4,1,11,1,0,0,0,1,0.22,0.2273,0.44,0.194,4,32,36
8649,11/25/2012,4,1,11,8,0,0,0,2,0.22,0.2273,0.51,0.194,2,32,34
8650,11/27/2012,4,1,11,4,0,2,1,3,0.3,0.2879,0.81,0.194,0,5,5
8651,11/27/2012,4,1,11,10,0,2,1,3,0.32,0.3182,0.81,0.194,5,52,57
8652,11/28/2012,4,1,11,4,0,3,1,2,0.26,0.2576,0.7,0.194,0,4,4
8653,11/28/2012,4,1,11,7,0,3,1,2,0.26,0.2576,0.56,0.194,6,403,409
8654,11/28/2012,4,1,11,9,0,3,1,1,0.28,0.2727,0.52,0.194,13,309,322
8655,11/28/2012,4,1,11,13,0,3,1,1,0.34,0.3333,0.42,0.194,21,193,214
8656,11/29/2012,4,1,11,17,0,4,1,1,0.34,0.3333,0.39,0.194,17,544,561
8657,11/29/2012,4,1,11,19,0,4,1,1,0.3,0.2879,0.52,0.194,18,326,344
8658,11/30/2012,4,1,11,17,0,5,1,1,0.36,0.3485,0.5,0.194,31,551,582
8659,12/2/2012,4,1,12,17,0,0,0,3,0.4,0.4091,0.76,0.194,59,244,303
8660,12/2/2012,4,1,12,19,0,0,0,2,0.4,0.4091,0.82,0.194,16,158,174
8661,12/2/2012,4,1,12,20,0,0,0,2,0.42,0.4242,0.82,0.194,12,142,154
8662,12/2/2012,4,1,12,22,0,0,0,2,0.44,0.4394,0.77,0.194,11,85,96
8663,12/3/2012,4,1,12,21,0,1,1,1,0.44,0.4394,0.82,0.194,14,207,221
8664,12/4/2012,4,1,12,10,0,2,1,1,0.46,0.4545,0.82,0.194,26,130,156
8665,12/4/2012,4,1,12,11,0,2,1,1,0.48,0.4697,0.77,0.194,24,183,207
8666,12/4/2012,4,1,12,12,0,2,1,1,0.52,0.5,0.68,0.194,39,273,312
8667,12/6/2012,4,1,12,3,0,4,1,1,0.22,0.2273,0.55,0.194,0,2,2
8668,12/6/2012,4,1,12,9,0,4,1,1,0.24,0.2273,0.48,0.194,19,257,276
8669,12/6/2012,4,1,12,10,0,4,1,1,0.24,0.2273,0.52,0.194,23,122,145
8670,12/6/2012,4,1,12,19,0,4,1,1,0.26,0.2576,0.6,0.194,13,360,373
8671,12/7/2012,4,1,12,1,0,5,1,2,0.24,0.2273,0.7,0.194,2,26,28
8672,12/7/2012,4,1,12,3,0,5,1,2,0.26,0.2576,0.81,0.194,0,5,5
8673,12/7/2012,4,1,12,8,0,5,1,2,0.3,0.2879,0.75,0.194,11,430,441
8674,12/7/2012,4,1,12,11,0,5,1,2,0.32,0.3182,0.76,0.194,20,183,203
8675,12/7/2012,4,1,12,12,0,5,1,2,0.34,0.3333,0.71,0.194,36,204,240
8676,12/9/2012,4,1,12,14,0,0,0,2,0.38,0.3939,0.87,0.194,42,190,232
8677,12/10/2012,4,1,12,21,0,1,1,2,0.46,0.4545,0.94,0.194,21,224,245
8678,12/11/2012,4,1,12,21,0,2,1,1,0.32,0.3182,0.53,0.194,14,193,207
8679,12/12/2012,4,1,12,5,0,3,1,1,0.26,0.2576,0.6,0.194,0,37,37
8680,12/12/2012,4,1,12,7,0,3,1,2,0.26,0.2576,0.6,0.194,3,366,369
8681,12/13/2012,4,1,12,4,0,4,1,2,0.26,0.2576,0.56,0.194,0,8,8
8682,12/13/2012,4,1,12,8,0,4,1,1,0.24,0.2273,0.6,0.194,24,655,679
8683,12/13/2012,4,1,12,13,0,4,1,1,0.36,0.3485,0.34,0.194,41,230,271
8684,12/14/2012,4,1,12,10,0,5,1,1,0.26,0.2576,0.81,0.194,28,162,190
8685,12/14/2012,4,1,12,11,0,5,1,1,0.32,0.303,0.65,0.194,31,180,211
8686,12/14/2012,4,1,12,12,0,5,1,1,0.36,0.3485,0.5,0.194,29,244,273
8687,12/14/2012,4,1,12,14,0,5,1,1,0.4,0.4091,0.43,0.194,48,251,299
8688,12/14/2012,4,1,12,16,0,5,1,1,0.38,0.3939,0.54,0.194,45,372,417
8689,12/15/2012,4,1,12,20,0,6,0,2,0.36,0.3485,0.57,0.194,23,178,201
8690,12/15/2012,4,1,12,22,0,6,0,1,0.36,0.3485,0.62,0.194,22,134,156
8691,12/16/2012,4,1,12,3,0,0,0,2,0.34,0.3333,0.87,0.194,1,37,38
8692,12/16/2012,4,1,12,12,0,0,0,2,0.38,0.3939,0.82,0.194,67,350,417
8693,12/16/2012,4,1,12,13,0,0,0,2,0.38,0.3939,0.76,0.194,67,289,356
8694,12/16/2012,4,1,12,22,0,0,0,2,0.4,0.4091,0.82,0.194,6,83,89
8695,12/18/2012,4,1,12,3,0,2,1,1,0.42,0.4242,0.88,0.194,0,5,5
8696,12/19/2012,4,1,12,13,0,3,1,1,0.42,0.4242,0.5,0.194,30,183,213
8697,12/19/2012,4,1,12,14,0,3,1,1,0.42,0.4242,0.5,0.194,33,185,218
8698,12/20/2012,4,1,12,13,0,4,1,2,0.36,0.3485,0.57,0.194,46,171,217
8699,12/20/2012,4,1,12,14,0,4,1,2,0.36,0.3485,0.53,0.194,43,171,214
8700,12/20/2012,4,1,12,15,0,4,1,2,0.34,0.3333,0.57,0.194,33,216,249
8701,12/20/2012,4,1,12,17,0,4,1,2,0.34,0.3333,0.66,0.194,25,450,475
8702,12/20/2012,4,1,12,18,0,4,1,2,0.34,0.3333,0.71,0.194,22,359,381
8703,12/20/2012,4,1,12,22,0,4,1,3,0.34,0.3333,0.87,0.194,1,20,21
8704,12/21/2012,1,1,12,7,0,5,1,2,0.32,0.3182,0.57,0.194,3,205,208
8705,12/22/2012,1,1,12,4,0,6,0,1,0.26,0.2576,0.48,0.194,3,2,5
8706,12/22/2012,1,1,12,23,0,6,0,1,0.22,0.2273,0.51,0.194,3,37,40
8707,12/23/2012,1,1,12,1,0,0,0,1,0.22,0.2273,0.47,0.194,1,19,20
8708,12/23/2012,1,1,12,10,0,0,0,1,0.22,0.2273,0.64,0.194,26,67,93
8709,12/23/2012,1,1,12,11,0,0,0,1,0.24,0.2273,0.52,0.194,48,104,152
8710,12/23/2012,1,1,12,12,0,0,0,1,0.3,0.2879,0.42,0.194,52,144,196
8711,12/23/2012,1,1,12,16,0,0,0,1,0.34,0.3333,0.34,0.194,53,137,190
8712,12/23/2012,1,1,12,17,0,0,0,1,0.32,0.3182,0.49,0.194,21,93,114
8713,12/25/2012,1,1,12,21,1,2,0,2,0.3,0.2879,0.65,0.194,8,26,34
8714,12/26/2012,1,1,12,19,0,3,1,3,0.3,0.2879,0.87,0.194,2,33,35
8715,12/28/2012,1,1,12,1,0,5,1,1,0.24,0.2273,0.6,0.194,0,9,9
8716,12/28/2012,1,1,12,19,0,5,1,2,0.24,0.2273,0.65,0.194,15,113,128
8717,12/29/2012,1,1,12,18,0,6,0,1,0.3,0.2424,0.7,0.194,8,102,110
8718,12/30/2012,1,1,12,22,0,0,0,1,0.2,0.197,0.55,0.194,6,30,36
8719,12/31/2012,1,1,12,0,0,1,1,1,0.18,0.1818,0.55,0.194,4,30,34
8720,12/31/2012,1,1,12,1,0,1,1,1,0.18,0.1818,0.55,0.194,6,13,19
8721,12/31/2012,1,1,12,5,0,1,1,1,0.16,0.1515,0.64,0.194,0,9,9
8722,12/31/2012,1,1,12,11,0,1,1,2,0.22,0.2273,0.6,0.194,43,114,157
8723,12/31/2012,1,1,12,12,0,1,1,2,0.24,0.2273,0.56,0.194,52,172,224
8724,12/31/2012,1,1,12,16,0,1,1,2,0.26,0.2576,0.48,0.194,30,184,214
8725,1/2/2011,1,0,1,15,0,0,0,3,0.34,0.3333,0.81,0.1642,19,55,74
8726,1/2/2011,1,0,1,16,0,0,0,3,0.34,0.3333,0.71,0.1642,9,67,76
8727,1/2/2011,1,0,1,23,0,0,0,1,0.22,0.2273,0.47,0.1642,0,8,8
8728,1/4/2011,1,0,1,8,0,2,1,1,0.14,0.1515,0.69,0.1642,2,177,179
8729,1/4/2011,1,0,1,12,0,2,1,1,0.22,0.2273,0.51,0.1642,12,66,78
8730,1/5/2011,1,0,1,5,0,3,1,1,0.22,0.2273,0.47,0.1642,0,3,3
8731,1/5/2011,1,0,1,20,0,3,1,1,0.22,0.2273,0.47,0.1642,7,82,89
8732,1/6/2011,1,0,1,14,0,4,1,1,0.28,0.2727,0.36,0.1642,11,59,70
8733,1/6/2011,1,0,1,16,0,4,1,1,0.26,0.2576,0.38,0.1642,12,74,86
8734,1/6/2011,1,0,1,17,0,4,1,1,0.22,0.2273,0.51,0.1642,9,163,172
8735,1/6/2011,1,0,1,20,0,4,1,1,0.2,0.2121,0.51,0.1642,3,66,69
8736,1/7/2011,1,0,1,15,0,5,1,2,0.2,0.2121,0.37,0.1642,9,63,72
8737,1/7/2011,1,0,1,16,0,5,1,2,0.2,0.2121,0.37,0.1642,5,82,87
8738,1/7/2011,1,0,1,22,0,5,1,2,0.18,0.197,0.43,0.1642,2,34,36
8739,1/7/2011,1,0,1,23,0,5,1,2,0.18,0.197,0.51,0.1642,1,14,15
8740,1/8/2011,1,0,1,0,0,6,0,2,0.18,0.197,0.51,0.1642,1,24,25
8741,1/8/2011,1,0,1,3,0,6,0,3,0.18,0.197,0.55,0.1642,0,7,7
8742,1/8/2011,1,0,1,4,0,6,0,3,0.18,0.197,0.55,0.1642,0,1,1
8743,1/8/2011,1,0,1,5,0,6,0,2,0.16,0.1667,0.74,0.1642,0,5,5
8744,1/8/2011,1,0,1,6,0,6,0,2,0.16,0.1667,0.74,0.1642,0,2,2
8745,1/8/2011,1,0,1,10,0,6,0,2,0.18,0.197,0.8,0.1642,5,56,61
8746,1/10/2011,1,0,1,19,0,1,1,1,0.16,0.1667,0.47,0.1642,3,92,95
8747,1/10/2011,1,0,1,20,0,1,1,1,0.16,0.1667,0.5,0.1642,1,73,74
8748,1/10/2011,1,0,1,22,0,1,1,1,0.14,0.1515,0.59,0.1642,2,22,24
8749,1/10/2011,1,0,1,23,0,1,1,1,0.14,0.1515,0.59,0.1642,0,18,18
8750,1/11/2011,1,0,1,1,0,2,1,1,0.14,0.1515,0.59,0.1642,0,3,3
8751,1/11/2011,1,0,1,9,0,2,1,2,0.18,0.197,0.51,0.1642,3,127,130
8752,1/11/2011,1,0,1,10,0,2,1,2,0.2,0.2121,0.51,0.1642,3,51,54
8753,1/12/2011,1,0,1,5,0,3,1,1,0.14,0.1515,0.86,0.1642,0,5,5
8754,1/12/2011,1,0,1,8,0,3,1,1,0.16,0.1667,0.59,0.1642,3,125,128
8755,1/14/2011,1,0,1,1,0,5,1,1,0.1,0.1212,0.54,0.1642,0,5,5
8756,1/14/2011,1,0,1,7,0,5,1,1,0.1,0.1212,0.74,0.1642,0,70,70
8757,1/14/2011,1,0,1,15,0,5,1,1,0.24,0.2424,0.38,0.1642,9,59,68
8758,1/14/2011,1,0,1,17,0,5,1,1,0.22,0.2273,0.41,0.1642,4,155,159
8759,1/15/2011,1,0,1,10,0,6,0,1,0.18,0.197,0.59,0.1642,2,57,59
8760,1/16/2011,1,0,1,4,0,0,0,1,0.26,0.2576,0.56,0.1642,0,1,1
8761,1/16/2011,1,0,1,5,0,0,0,2,0.26,0.2576,0.56,0.1642,1,1,2
8762,1/16/2011,1,0,1,6,0,0,0,2,0.26,0.2576,0.56,0.1642,0,1,1
8763,1/16/2011,1,0,1,18,0,0,0,1,0.2,0.2121,0.4,0.1642,11,56,67
8764,1/16/2011,1,0,1,20,0,0,0,1,0.18,0.197,0.47,0.1642,7,50,57
8765,1/16/2011,1,0,1,21,0,0,0,1,0.18,0.197,0.51,0.1642,6,22,28
8766,1/17/2011,1,0,1,5,1,1,0,2,0.18,0.197,0.43,0.1642,0,1,1
8767,1/17/2011,1,0,1,15,1,1,0,2,0.2,0.2121,0.47,0.1642,21,72,93
8768,1/17/2011,1,0,1,16,1,1,0,2,0.2,0.2121,0.47,0.1642,6,76,82
8769,1/18/2011,1,0,1,14,0,2,1,2,0.22,0.2273,0.8,0.1642,2,26,28
8770,1/18/2011,1,0,1,15,0,2,1,2,0.22,0.2273,0.87,0.1642,3,32,35
8771,1/18/2011,1,0,1,18,0,2,1,2,0.22,0.2273,0.8,0.1642,1,132,133
8772,1/19/2011,1,0,1,22,0,3,1,1,0.3,0.303,0.52,0.1642,6,53,59
8773,1/20/2011,1,0,1,3,0,4,1,1,0.26,0.2576,0.56,0.1642,0,1,1
8774,1/20/2011,1,0,1,4,0,4,1,1,0.26,0.2576,0.56,0.1642,0,1,1
8775,1/20/2011,1,0,1,11,0,4,1,2,0.28,0.2727,0.45,0.1642,5,63,68
8776,1/21/2011,1,0,1,2,0,5,1,3,0.24,0.2424,0.75,0.1642,0,2,2
8777,1/22/2011,1,0,1,10,0,6,0,2,0.04,0.0606,0.41,0.1642,3,50,53
8778,1/22/2011,1,0,1,20,0,6,0,1,0.06,0.0758,0.45,0.1642,1,44,45
8779,1/23/2011,1,0,1,7,0,0,0,1,0.08,0.1061,0.58,0.1642,1,1,2
8780,1/23/2011,1,0,1,8,0,0,0,1,0.06,0.0758,0.62,0.1642,2,17,19
8781,1/24/2011,1,0,1,15,0,1,1,1,0.16,0.1667,0.4,0.1642,7,50,57
8782,1/24/2011,1,0,1,19,0,1,1,1,0.14,0.1515,0.54,0.1642,5,101,106
8783,1/24/2011,1,0,1,21,0,1,1,1,0.14,0.1515,0.63,0.1642,6,53,59
8784,1/25/2011,1,0,1,1,0,2,1,2,0.16,0.1667,0.69,0.1642,0,5,5
8785,1/25/2011,1,0,1,19,0,2,1,2,0.26,0.2576,0.65,0.1642,13,133,146
8786,1/25/2011,1,0,1,22,0,2,1,1,0.22,0.2273,0.64,0.1642,4,49,53
8787,1/25/2011,1,0,1,23,0,2,1,2,0.22,0.2273,0.64,0.1642,3,37,40
8788,1/27/2011,1,0,1,23,0,4,1,1,0.18,0.197,0.8,0.1642,0,16,16
8789,1/28/2011,1,0,1,2,0,5,1,2,0.2,0.2121,0.75,0.1642,0,2,2
8790,1/29/2011,1,0,1,2,0,6,0,1,0.22,0.2273,0.64,0.1642,0,15,15
8791,1/29/2011,1,0,1,8,0,6,0,1,0.18,0.197,0.55,0.1642,3,31,34
8792,1/29/2011,1,0,1,13,0,6,0,2,0.22,0.2273,0.55,0.1642,9,56,65
8793,1/29/2011,1,0,1,16,0,6,0,1,0.24,0.2424,0.6,0.1642,19,88,107
8794,1/30/2011,1,0,1,18,0,0,0,1,0.26,0.2576,0.65,0.1642,8,57,65
8795,1/30/2011,1,0,1,21,0,0,0,2,0.24,0.2424,0.7,0.1642,3,25,28
8796,1/31/2011,1,0,1,20,0,1,1,3,0.16,0.1667,0.59,0.1642,0,78,78
8797,2/2/2011,1,0,2,13,0,3,1,1,0.34,0.3333,0.93,0.1642,1,74,75
8798,2/3/2011,1,0,2,18,0,4,1,1,0.2,0.2121,0.4,0.1642,2,145,147
8799,2/4/2011,1,0,2,11,0,5,1,1,0.22,0.2273,0.51,0.1642,3,61,64
8800,2/4/2011,1,0,2,12,0,5,1,2,0.24,0.2424,0.48,0.1642,8,78,86
8801,2/4/2011,1,0,2,14,0,5,1,2,0.28,0.2727,0.45,0.1642,15,76,91
8802,2/4/2011,1,0,2,20,0,5,1,2,0.24,0.2424,0.65,0.1642,2,69,71
8803,2/4/2011,1,0,2,21,0,5,1,2,0.24,0.2424,0.7,0.1642,2,41,43
8804,2/4/2011,1,0,2,22,0,5,1,2,0.24,0.2424,0.65,0.1642,1,45,46
8805,2/5/2011,1,0,2,0,0,6,0,2,0.24,0.2424,0.7,0.1642,3,36,39
8806,2/5/2011,1,0,2,1,0,6,0,2,0.24,0.2424,0.65,0.1642,1,17,18
8807,2/5/2011,1,0,2,2,0,6,0,2,0.24,0.2424,0.75,0.1642,5,12,17
8808,2/5/2011,1,0,2,3,0,6,0,2,0.24,0.2424,0.75,0.1642,1,10,11
8809,2/5/2011,1,0,2,12,0,6,0,3,0.22,0.2273,1,0.1642,10,42,52
8810,2/5/2011,1,0,2,13,0,6,0,3,0.22,0.2273,1,0.1642,10,62,72
8811,2/6/2011,1,0,2,7,0,0,0,1,0.24,0.2424,0.65,0.1642,0,8,8
8812,2/6/2011,1,0,2,18,0,0,0,1,0.3,0.303,0.56,0.1642,13,65,78
8813,2/7/2011,1,0,2,17,0,1,1,2,0.32,0.3182,0.7,0.1642,9,207,216
8814,2/8/2011,1,0,2,3,0,2,1,3,0.28,0.2727,0.93,0.1642,0,1,1
8815,2/8/2011,1,0,2,4,0,2,1,1,0.26,0.2576,0.93,0.1642,0,3,3
8816,2/9/2011,1,0,2,9,0,3,1,1,0.12,0.1364,0.39,0.1642,4,119,123
8817,2/9/2011,1,0,2,11,0,3,1,2,0.14,0.1515,0.43,0.1642,1,40,41
8818,2/9/2011,1,0,2,20,0,3,1,3,0.14,0.1515,0.86,0.1642,0,84,84
8819,2/9/2011,1,0,2,21,0,3,1,2,0.14,0.1515,0.86,0.1642,0,83,83
8820,2/9/2011,1,0,2,22,0,3,1,3,0.16,0.1667,0.8,0.1642,4,42,46
8821,2/11/2011,1,0,2,8,0,5,1,1,0.1,0.1212,0.74,0.1642,4,212,216
8822,2/11/2011,1,0,2,15,0,5,1,1,0.32,0.3182,0.21,0.1642,12,62,74
8823,2/12/2011,1,0,2,19,0,6,0,1,0.28,0.2727,0.38,0.1642,2,39,41
8824,2/13/2011,1,0,2,4,0,0,0,2,0.2,0.2121,0.69,0.1642,0,2,2
8825,2/15/2011,1,0,2,15,0,2,1,1,0.34,0.3333,0.19,0.1642,11,74,85
8826,2/16/2011,1,0,2,8,0,3,1,2,0.22,0.2273,0.55,0.1642,6,224,230
8827,2/18/2011,1,0,2,6,0,5,1,2,0.44,0.4394,0.72,0.1642,2,48,50
8828,2/18/2011,1,0,2,11,0,5,1,1,0.44,0.4394,0.72,0.1642,31,82,113
8829,2/20/2011,1,0,2,11,0,0,0,2,0.3,0.303,0.33,0.1642,72,89,161
8830,2/20/2011,1,0,2,14,0,0,0,1,0.36,0.3485,0.27,0.1642,108,104,212
8831,2/20/2011,1,0,2,17,0,0,0,1,0.34,0.3485,0.33,0.1642,60,86,146
8832,2/20/2011,1,0,2,23,0,0,0,2,0.3,0.303,0.61,0.1642,9,45,54
8833,2/21/2011,1,0,2,4,1,1,0,1,0.32,0.3182,0.45,0.1642,1,0,1
8834,2/22/2011,1,0,2,13,0,2,1,1,0.22,0.2273,0.55,0.1642,3,52,55
8835,2/22/2011,1,0,2,16,0,2,1,1,0.22,0.2273,0.51,0.1642,7,79,86
8836,2/23/2011,1,0,2,1,0,3,1,1,0.14,0.1515,0.46,0.1642,0,4,4
8837,2/23/2011,1,0,2,3,0,3,1,1,0.12,0.1364,0.5,0.1642,0,2,2
8838,2/23/2011,1,0,2,8,0,3,1,1,0.14,0.1515,0.54,0.1642,8,227,235
8839,2/23/2011,1,0,2,20,0,3,1,1,0.24,0.2424,0.6,0.1642,2,107,109
8840,2/26/2011,1,0,2,9,0,6,0,2,0.26,0.2576,0.56,0.1642,9,65,74
8841,2/26/2011,1,0,2,12,0,6,0,2,0.32,0.3182,0.45,0.1642,45,115,160
8842,2/26/2011,1,0,2,20,0,6,0,1,0.3,0.303,0.56,0.1642,8,60,68
8843,2/27/2011,1,0,2,10,0,0,0,1,0.3,0.303,0.81,0.1642,24,79,103
8844,2/27/2011,1,0,2,16,0,0,0,1,0.48,0.4697,0.44,0.1642,98,170,268
8845,2/27/2011,1,0,2,21,0,0,0,1,0.38,0.3939,0.62,0.1642,8,61,69
8846,2/27/2011,1,0,2,23,0,0,0,2,0.36,0.3485,0.62,0.1642,6,53,59
8847,2/28/2011,1,0,2,3,0,1,1,3,0.32,0.3182,0.93,0.1642,0,1,1
8848,3/2/2011,1,0,3,0,0,3,1,1,0.22,0.2273,0.69,0.1642,3,5,8
8849,3/4/2011,1,0,3,12,0,5,1,1,0.32,0.303,0.43,0.1642,10,87,97
8850,3/4/2011,1,0,3,23,0,5,1,2,0.3,0.303,0.75,0.1642,6,40,46
8851,3/5/2011,1,0,3,4,0,6,0,2,0.3,0.303,0.93,0.1642,0,1,1
8852,3/7/2011,1,0,3,20,0,1,1,1,0.3,0.303,0.33,0.1642,5,87,92
8853,3/7/2011,1,0,3,22,0,1,1,1,0.26,0.2576,0.48,0.1642,1,34,35
8854,3/8/2011,1,0,3,9,0,2,1,1,0.26,0.2576,0.41,0.1642,11,140,151
8855,3/8/2011,1,0,3,11,0,2,1,2,0.36,0.3485,0.25,0.1642,26,52,78
8856,3/8/2011,1,0,3,16,0,2,1,1,0.38,0.3939,0.27,0.1642,26,82,108
8857,3/9/2011,1,0,3,7,0,3,1,2,0.24,0.2424,0.87,0.1642,18,123,141
8858,3/9/2011,1,0,3,22,0,3,1,3,0.32,0.3182,0.93,0.1642,4,17,21
8859,3/10/2011,1,0,3,10,0,4,1,3,0.4,0.4091,0,0.1642,0,17,17
8860,3/11/2011,1,0,3,20,0,5,1,1,0.3,0.303,0.56,0.1642,6,70,76
8861,3/11/2011,1,0,3,22,0,5,1,1,0.3,0.303,0.52,0.1642,11,53,64
8862,3/12/2011,1,0,3,8,0,6,0,1,0.26,0.2576,0.65,0.1642,9,44,53
8863,3/12/2011,1,0,3,18,0,6,0,1,0.42,0.4242,0.54,0.1642,54,91,145
8864,3/13/2011,1,0,3,4,0,0,0,1,0.34,0.3333,0.66,0.1642,4,9,13
8865,3/14/2011,1,0,3,15,0,1,1,1,0.38,0.3939,0.37,0.1642,24,77,101
8866,3/15/2011,1,0,3,7,0,2,1,1,0.24,0.2424,0.75,0.1642,10,109,119
8867,3/15/2011,1,0,3,22,0,2,1,2,0.32,0.3182,0.87,0.1642,1,20,21
8868,3/15/2011,1,0,3,23,0,2,1,2,0.32,0.3182,0.87,0.1642,1,17,18
8869,3/16/2011,1,0,3,4,0,3,1,2,0.3,0.303,0.93,0.1642,0,1,1
8870,3/16/2011,1,0,3,10,0,3,1,2,0.36,0.3485,0.81,0.1642,19,49,68
8871,3/16/2011,1,0,3,16,0,3,1,2,0.4,0.4091,0.76,0.1642,30,121,151
8872,3/17/2011,1,0,3,3,0,4,1,1,0.34,0.3333,0.66,0.1642,1,1,2
8873,3/17/2011,1,0,3,18,0,4,1,2,0.46,0.4545,0.59,0.1642,50,260,310
8874,3/18/2011,1,0,3,5,0,5,1,1,0.38,0.3939,0.66,0.1642,2,8,10
8875,3/18/2011,1,0,3,18,0,5,1,1,0.68,0.6364,0.39,0.1642,84,247,331
8876,3/18/2011,1,0,3,22,0,5,1,1,0.62,0.6212,0.5,0.1642,55,63,118
8877,3/20/2011,1,0,3,8,0,0,0,1,0.28,0.2727,0.56,0.1642,7,30,37
8878,3/22/2011,2,0,3,4,0,2,1,2,0.42,0.4242,0.82,0.1642,0,1,1
8879,3/23/2011,2,0,3,22,0,3,1,2,0.32,0.3182,0.93,0.1642,6,38,44
8880,3/24/2011,2,0,3,22,0,4,1,1,0.26,0.2576,0.65,0.1642,3,59,62
8881,3/25/2011,2,0,3,1,0,5,1,1,0.2,0.2121,0.69,0.1642,0,5,5
8882,3/25/2011,2,0,3,5,0,5,1,1,0.18,0.197,0.74,0.1642,0,9,9
8883,3/25/2011,2,0,3,21,0,5,1,2,0.3,0.303,0.39,0.1642,11,64,75
8884,3/26/2011,2,0,3,10,0,6,0,1,0.26,0.2576,0.41,0.1642,32,93,125
8885,3/26/2011,2,0,3,11,0,6,0,1,0.28,0.2727,0.38,0.1642,75,93,168
8886,3/26/2011,2,0,3,18,0,6,0,2,0.32,0.3182,0.21,0.1642,64,89,153
8887,3/27/2011,2,0,3,0,0,0,0,2,0.26,0.2576,0.41,0.1642,5,26,31
8888,3/27/2011,2,0,3,4,0,0,0,3,0.18,0.197,0.74,0.1642,1,5,6
8889,3/27/2011,2,0,3,7,0,0,0,3,0.16,0.1667,0.86,0.1642,0,7,7
8890,3/27/2011,2,0,3,11,0,0,0,2,0.24,0.2424,0.48,0.1642,23,85,108
8891,3/27/2011,2,0,3,14,0,0,0,1,0.32,0.3182,0.36,0.1642,61,103,164
8892,3/27/2011,2,0,3,20,0,0,0,1,0.28,0.2727,0.36,0.1642,7,50,57
8893,3/27/2011,2,0,3,21,0,0,0,1,0.26,0.2576,0.41,0.1642,7,29,36
8894,3/27/2011,2,0,3,22,0,0,0,1,0.26,0.2576,0.41,0.1642,5,25,30
8895,3/28/2011,2,0,3,2,0,1,1,1,0.22,0.2273,0.44,0.1642,0,5,5
8896,3/28/2011,2,0,3,3,0,1,1,1,0.22,0.2273,0.44,0.1642,0,2,2
8897,3/29/2011,2,0,3,4,0,2,1,1,0.2,0.2121,0.44,0.1642,1,1,2
8898,3/29/2011,2,0,3,12,0,2,1,1,0.34,0.3333,0.25,0.1642,29,77,106
8899,3/29/2011,2,0,3,16,0,2,1,1,0.38,0.3939,0.22,0.1642,12,124,136
8900,3/30/2011,2,0,3,8,0,3,1,2,0.32,0.3182,0.49,0.1642,16,247,263
8901,3/30/2011,2,0,3,12,0,3,1,2,0.34,0.3333,0.46,0.1642,15,65,80
